record_id,policy_id,entry_type,correct_type,update_type,update_level,description,date_announced,date_start,date_end,country,ISO_A3,ISO_A2,init_country_level,domestic_policy,province,city,type,type_sub_cat,type_text,type_quarantine_days,type_mass_gathering,type_who_gen,source_corr_type,school_status,target_country,target_geog_level,target_region,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,enforcer,index_high_est,index_med_est,index_low_est,index_country_rank,link,date_updated,recorded_date,country_overwrite,missingDum,orphanDum,gov
R_3KAZQ38rjTAOXJrCw,4578339,update,original,Change of Policy,Strengthening,"On March 13th, 2020 the government of Saxony, Germany announced that starting March 16th, the children's school duty will be suspended. Schools will still be open and teachers present to offer supervision of students, but there will be no lessons. All children that can stay home, should do so. Afterwards some extensions until May 18th were made, except for some students that were supposed to return to school earlier. On, May 16th, the government decided to relax this general school suspension and reestablished a limited compulsory school attendance for mostly all children. Only parents of primary school children can choose between home schooling and attendance of classes at school.This was set up until June 5th, but has been extended until June 29th. From, June 5th onwards, also extra-curricular events, such as parent-teacher evenings, are granted if complying to hygiene standards.
The latest extension to June 29th, has been confirmed by the declaration of the government of Saxony from June 23rd which basically prolonges the return to limitedly regular operation to July 17th (the last day before public holiday). UPDATE: The latest extension to June 29th, has been confirmed by the declaration of the government of Saxony from June 23rd which basically prolonges the return to limitedly regular operation to July 17th (the last day before public holiday).",2020-03-13,2020-03-16,2020-07-17,Germany,DEU,DE,Provincial,0,Saxony,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Provincial/State Government,Municipal Government",53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.sachsen-fernsehen.de/coronavirus-in-sachsen-alle-informationen-im-liveticker-727775/,2020-07-14,2020-07-14T17:08:11Z,0,0,0,Saxony
R_217H9o9cRt6HRNnCw,4578339,new_entry,correction,NA,Strengthening,"On March 13th, 2020 the government of Saxony, Germany announced that starting March 16th, the children's school duty will be suspended. Schools will still be open and teachers present to offer supervision of students, but there will be no lessons. All children that can stay home, should do so. UPDATE: The latest extension to June 29th, has been confirmed by the declaration of the government of Saxony from June 23rd which basically prolonges the return to limitedly regular operation to July 17th (the last day before public holiday).",2020-03-13,2020-03-16,2020-07-17,Germany,DEU,DE,Provincial,0,Saxony,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,Use the old source,NA,Germany,NA,NA,Saxony,NA,NA,5,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Provincial/State Government,Municipal Government",53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.sachsen-fernsehen.de/coronavirus-in-sachsen-alle-informationen-im-liveticker-727775/,2020-07-15,2020-07-15T04:07:36Z,0,0,0,Saxony
R_3OkvjMrEy0K4zWBEt,2480318,update,original,End of Policy,NA,"On May 12th, 2020, the government of Thuringia, Germany, announced that restriction to behavior in public places whereas 1.5m distance is to be held at all times. The original social distancing policy did not allow people to meet outside; now, two families or two common households are allowed to meet. Also, starting April 24th, all residents are required to wear a mask on the premises of shopping centers, public transport, and research facilities. As of June 13, 2020, there is no longer a legally binding contact restriction in Thuringia, but all people are still advised to keep physical and social contact with other people as low as possible. Wherever it is reasonable, the distance rules (1,5m) remains.  It is recommended that people meet no more than ten other people. Mask requirement also remains in public transportation and shopping premises. UPDATE: As of June 13, 2020, there is no longer a legally binding contact restriction in Thuringia, but all people are still advised to keep physical and social contact with other people as low as possible. Wherever it is reasonable, the distance rules (1,5m) remains.  It is recommended that people meet no more than ten other people. Mask requirement also remains in public transportation and shopping premises.",2020-06-09,2020-06-13,2020-07-15,Germany,DEU,DE,Provincial,0,Thuringia,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Thuringia,NA,NA,13,NA,NA,Mandatory with Fines,Provincial/State Government,NA,NA,NA,NA,https://corona.thueringen.de/behoerden/ausgewaehlte-verordnungen,2020-07-13,2020-07-13T21:09:14Z,0,0,0,Thuringia
R_40CNll5NINX4e9rCs,667813,new_entry,original,NA,NA,"As of June 13, Thuringia announced a relaxation of the policy of restriction on all kinds of gatherings in public spaces, open-air, and buildings. Private celebrations such as family celebrations, birthdays, and weddings are possible again. If there are more than 30 people in closed rooms and more than 75 people in the open air, the event must be reported to the responsible district or city. This must be done 48 hours in advance. Appropriate infection control precautions must be taken, and contact tracking ensured. The organizer is responsible for this.
Outdoor demonstrations are possible without restrictions on the number of participants. Still, public, village, city, marksmen or wine festivals, sporting events with spectators, festivals, funfair, and similar, public, free, or accessible events are generally prohibited.",2020-06-09,2020-06-13,2020-07-15,Germany,DEU,DE,Provincial,1,Thuringia,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Thuringia,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Fines,Provincial/State Government,NA,NA,NA,NA,https://www.mdr.de/thueringen/corona-lockerungen-regeln-verordnung-100.html,2020-07-13,2020-07-13T22:48:35Z,0,0,0,Thuringia
R_3fdDi2Ru035jskIEt,9712470,new_entry,original,NA,NA,"As of June 13, 2020, there is no longer a legally binding contact restriction in Thuringia, but all people are still advised to keep physical and social contact with other people as low as possible. Wherever it is reasonable, the distance rules (1,5m) remains.  It is recommended that people meet no more than ten other people. Mask requirement also remains in public transportation and shopping premises. This regulation will expire on July 15, 2020.",2020-06-09,2020-06-13,2020-07-15,Germany,DEU,DE,Provincial,1,Thuringia,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Thuringia,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Fines,Provincial/State Government,NA,NA,NA,NA,https://www.mdr.de/thueringen/corona-lockerungen-regeln-verordnung-100.html,2020-07-13,2020-07-13T21:12:21Z,0,0,0,Thuringia
R_UyFKUzwZWDd3g5zNA,6969070,new_entry,original,NA,NA,"From July 6, events may take place if 5 sqm are available for each person when seating and 10 sqm for standing rooms. A distance of 1.5 m must be kept in any case.",2020-07-03,2020-07-06,2020-07-06,Germany,DEU,DE,Provincial,1,Hesse,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hesse,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),Provincial/State Government,NA,NA,NA,NA,https://www.hessen.de/presse/pressemitteilung/landesregierung-beschliesst-weitere-lockerungen,2020-08-24,2020-08-24T07:21:39Z,0,0,0,Hesse
R_24ei5TTHd0Md9jWCi,1698159,update,correction,NA,NA,"At its meeting on 1 July, the SwissFederal Council has decided to make masks compulsory on public transport throughout the country from Monday, 6 July. Persons over the age of 12 will have to wear a mask in trains, trams and buses, as well as on mountain rail and cableways and on lake and river boats.
An urgent recommendation is already in place to wear a mask when travelling on public transport at peak times. UPDATE: The original entry recommended the use of masks on public transport for Swiss citizens, as of July 6, it is required to wear such face masks.",2020-07-01,2020-07-06,2020-07-22,Switzerland,CHE,CH,National,1,NA,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,Add a new source,NA,Switzerland,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"National Government,Ministry/Department of Health",NA,NA,NA,NA,https://www.swissinfo.ch/eng/safety-rules-for-covid-19-exit_protective-masks-remain-optional-for-swiss-citizens/45708560,2020-08-16,2020-08-16T17:47:26Z,0,0,1,Switzerland
R_2Ve8Ovf3HktmvOqCw,809693,new_entry,original,NA,NA,"On March 20 the Government of Thurgau has announced that 
Carrying out camps or project weeks in school are not permitted until the end of school year 2019/2020.",2020-03-20,2020-04-20,2020-07-03,Switzerland,CHE,CH,Provincial,1,Thurgau,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Thurgau,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,59.6120678551952,55.14595901835165,51.28449002333482,179,https://av.tg.ch/public/upload/assets/93628/DEK-Entscheid_3_Umsetzung_der_COVID-19-Verordnung_2_vom_20.03.2020.pdf,2020-08-11,2020-08-11T16:50:34Z,0,0,0,Thurgau
R_3G37tMbnC80xoMCEt,2673277,update,original,Change of Policy,Strengthening,"The previous recommendation of the government to wear a face mask in public and the obligation to wear it in public services and retail businesses was set until May, 3rd. This was extended to May 20th. Now, it has been extended once more until June 5th. Beyond that, worship services, funerals, mourning ceremonies and marriage ceremonies are permitted if the rules of distance are complied with. Beside providing to maintain a minimum distance of 1.5 metres throughout the meeting, participants must use a mouth-and-nose cover, and it must be ensured that the protection of the rest of the population is respected by maintaining safe distances between the meeting and other public spaces. Also the permission of opening driving, flying and boat schools is linked to the requirement of wearing a face mask. This was extended once more upon June 29th. UPDATE: The previos extension of the recommendation and the obligation to wear a face mask in certain cases are prolonged from June 5th until June 29th.",2020-04-17,2020-04-20,2020-07-17,Germany,DEU,DE,Provincial,0,Saxony,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Police",55.38151173259997,53.29782067975011,51.56702640502544,111,https://www.coronavirus.sachsen.de/amtliche-bekanntmachungen.html?_cp=%7B%22accordion-content-6511%22%3A%7B%2210%22%3Atrue%2C%2212%22%3Atrue%2C%2213%22%3Atrue%2C%2214%22%3Atrue%2C%2215%22%3Atrue%2C%2216%22%3Atrue%7D%2C%22previousOpen%22%3A%7B%22group%22%3A%22accordion-content-6511%22%2C%22idx%22%3A13%7D%7D,2020-07-15,2020-07-15T18:43:07Z,0,0,0,Saxony
R_3G37tMbnC80xoMCCi,2673277,update,original,Change of Policy,Strengthening,"The previous recommendation of the government to wear a face mask in public and the obligation to wear it in public services and retail businesses was set until May, 3rd. This was extended to May 20th. Now, it has been extended once more until June 5th. Beyond that, worship services, funerals, mourning ceremonies and marriage ceremonies are permitted if the rules of distance are complied with. Beside providing to maintain a minimum distance of 1.5 metres throughout the meeting, participants must use a mouth-and-nose cover, and it must be ensured that the protection of the rest of the population is respected by maintaining safe distances between the meeting and other public spaces. Also the permission of opening driving, flying and boat schools is linked to the requirement of wearing a face mask. This was extended once more upon June 29th. UPDATE: The previos extension of the recommendation and the obligation to wear a face mask in certain cases are prolonged from June 5th until June 29th.",2020-04-17,2020-04-20,2020-07-17,Germany,DEU,DE,Provincial,0,Saxony,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Police",55.38151173259997,53.29782067975011,51.56702640502544,111,https://www.coronavirus.sachsen.de/amtliche-bekanntmachungen.html?_cp=%7B%22accordion-content-6511%22%3A%7B%2210%22%3Atrue%2C%2212%22%3Atrue%2C%2213%22%3Atrue%2C%2214%22%3Atrue%2C%2215%22%3Atrue%2C%2216%22%3Atrue%7D%2C%22previousOpen%22%3A%7B%22group%22%3A%22accordion-content-6511%22%2C%22idx%22%3A13%7D%7D,2020-07-15,2020-07-15T18:43:07Z,0,0,0,Saxony
R_1H7gEKH44DEZOxJCw,4578339,update,original,Change of Policy,Strengthening,"On March 13th, 2020 the government of Saxony, Germany announced that starting March 16th, the children's school duty will be suspended. Schools will still be open and teachers present to offer supervision of students, but there will be no lessons. All children that can stay home, should do so.
Afterwards some extensions until May 18th were made, except for some students that were supposed to return to school earlier. On, May 16th, the government decided to relax this general school suspension and reestablished a limited compulsory school attendance for mostly all children. Only parents of primary school children can choose between home schooling and attendance of classes at school. This was set up until June 5th, but has been extended until June 29th. From, June 5h onwards, also extra-curricular events, such as parent-teacher evenings, are granted if complying to hygiene standards. UPDATE: The last extension of limited regular operation was set up until June 5th. On, June 3rd, the government of Saxony decided to extend this measure until June29th. Besides, some extra-curricular events are allowed again, but only when complying to the given hygiene standards.",2020-03-13,2020-03-16,2020-07-17,Germany,DEU,DE,Provincial,0,Saxony,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Provincial/State Government,Municipal Government",53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.sachsen-fernsehen.de/coronavirus-in-sachsen-alle-informationen-im-liveticker-727775/,2020-07-14,2020-07-14T10:31:25Z,0,0,0,Saxony
R_1qe6CqFYOHk6RBANA,9590203,update,original,End of Policy,Relaxing,"The federal council of Switzerland votes to ban large-scale mass gatherings of 1000 people or more on February 28th, 2020. The ban will last until at least March 15th 2020. The ban has ended on June 20th 2020. Since then, there is no limit on the number of peoples at mass gatherings. UPDATE: The original policy from March 3rd which prohibits mass gatherings, e.g. Demonstrations in public, is going to end on June 20th, the Swiss federal government announced on June 19th, 2020.",2020-02-28,2020-02-28,2020-03-13,Switzerland,CHE,CH,National,0,NA,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,NA,NA,NA,Switzerland,NA,NA,NA,NA,NA,13,NA,NA,Mandatory with Legal Penalties (Jail Time),National Government,50.88429249529216,49.58708951995902,47.70942577242406,125,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78289.html,2020-07-03,2020-07-03T13:04:21Z,0,0,1,Switzerland
R_3nr5vkzUFgjXhjkNA,9590203,update,original,Change of Policy,Relaxing,"The federal council of Switzerland votes to ban large-scale mass gatherings of 1000 people or more on February 28th, 2020. The ban will last until at least March 15th 2020. As from May 27th, 2020 onwards, political demonstrations with the maximum number of 300 participants are allowed again, the Swiss federal government announced. UPDATE: As from May 27, 2020 onwards, political demonstrations with the maximum number of 300 participants are allowed, the Swiss federal government announced.",2020-02-28,2020-02-28,2020-03-13,Switzerland,CHE,CH,National,1,NA,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,NA,NA,NA,Switzerland,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Legal Penalties (Jail Time),National Government,50.88429249529216,49.58708951995902,47.70942577242406,125,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78289.html,2020-07-10,2020-07-10T15:17:37Z,0,0,1,Switzerland
R_XiA6tje13XO3VYtCw,3972475,update,original,End of Policy,NA,Bremen (Germany) closes all schools on March 16. The policy ends on June 15. UPDATE: The policy ends on June 15.,2020-06-09,2020-06-15,2020-06-15,Germany,DEU,DE,Provincial,0,Bremen,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Germany,NA,NA,Bremen,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,"https://www.weser-kurier.de/bremen/bremen-stadt_artikel,-bremen-macht-schulen-und-kitas-dicht-_arid,1902850.html",2020-08-14,2020-08-14T10:17:40Z,0,0,0,Bremen
R_PA0Psuk3mF6TvLbAn,4456314,new_entry,original,NA,NA,"On March 17th, 2020, the Italian government ordered that all public events, including concerts, theaters, and cinemas, be suspended until June 14th.",2020-05-17,2020-03-17,2020-06-14,Italy,ITA,IT,National,1,NA,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),National Government,NA,NA,NA,NA,https://www.teamworld.it/concerti-festival/coronavirus-italia-concerti-instore-eventi-musicali/,2020-07-27,2020-07-27T01:43:28Z,0,0,0,Italy
R_PA0Psuk3mF6TvLbCs,4456314,new_entry,original,NA,NA,"On March 17th, 2020, the Italian government ordered that all public events, including concerts, theaters, and cinemas, be suspended until June 14th.",2020-05-17,2020-03-17,2020-06-14,Italy,ITA,IT,National,1,NA,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),National Government,NA,NA,NA,NA,https://www.teamworld.it/concerti-festival/coronavirus-italia-concerti-instore-eventi-musicali/,2020-07-27,2020-07-27T01:43:28Z,0,0,0,Italy
R_1yQjBsDbZiKGfxDEs,6730203,new_entry,original,NA,NA,"In the German state of Saarland, the principle of social distancing applies: Contact with other people should be restricted to the absolute minimum necessary. Try to have contact with as few people as possible and always with the same group of people. Whenever possible, keep a minimum distance of one and a half meters from other people.

This excludes contact with members of your own household, spouses, life partners, civil union partners, relatives in the direct line of descent, brothers and sisters, nephews and nieces, and members of their respective households (designated family circle).

In the case of private gatherings in enclosed spaces at home, it is essential to apply hygiene and social distancing rules, to limit the number of people so as to be able to observe the 1.5-meter social distancing rule and to ensure sufficient ventilation. If possible, private gatherings should take place outdoors.",2020-05-08,2020-05-08,2020-06-14,Germany,DEU,DE,Provincial,1,Saarland,NA,Social Distancing,Wearing Masks in all public spaces/everywhere,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saarland,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://corona.saarland.de/EN/home/englisch_node.html,2020-07-10,2020-07-10T20:09:48Z,0,0,0,Saarland
R_1yQjBsDbZiKGfxDEs,6730203,new_entry,original,NA,NA,"In the German state of Saarland, the principle of social distancing applies: Contact with other people should be restricted to the absolute minimum necessary. Try to have contact with as few people as possible and always with the same group of people. Whenever possible, keep a minimum distance of one and a half meters from other people.

This excludes contact with members of your own household, spouses, life partners, civil union partners, relatives in the direct line of descent, brothers and sisters, nephews and nieces, and members of their respective households (designated family circle).

In the case of private gatherings in enclosed spaces at home, it is essential to apply hygiene and social distancing rules, to limit the number of people so as to be able to observe the 1.5-meter social distancing rule and to ensure sufficient ventilation. If possible, private gatherings should take place outdoors.",2020-05-08,2020-05-08,2020-06-14,Germany,DEU,DE,Provincial,1,Saarland,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saarland,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://corona.saarland.de/EN/home/englisch_node.html,2020-07-10,2020-07-10T20:09:48Z,0,0,0,Saarland
R_1yQjBsDbZiKGfxDEs,6730203,new_entry,original,NA,NA,"In the German state of Saarland, the principle of social distancing applies: Contact with other people should be restricted to the absolute minimum necessary. Try to have contact with as few people as possible and always with the same group of people. Whenever possible, keep a minimum distance of one and a half meters from other people.

This excludes contact with members of your own household, spouses, life partners, civil union partners, relatives in the direct line of descent, brothers and sisters, nephews and nieces, and members of their respective households (designated family circle).

In the case of private gatherings in enclosed spaces at home, it is essential to apply hygiene and social distancing rules, to limit the number of people so as to be able to observe the 1.5-meter social distancing rule and to ensure sufficient ventilation. If possible, private gatherings should take place outdoors.",2020-05-08,2020-05-08,2020-06-14,Germany,DEU,DE,Provincial,1,Saarland,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saarland,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://corona.saarland.de/EN/home/englisch_node.html,2020-07-10,2020-07-10T20:09:48Z,0,0,0,Saarland
R_UazbQV1iTMDJySdCw,1661998,update,original,NA,Relaxing,The Swiss Federal council intends to gradually re-open schools starting with schools for children of compulsory schooling age on May 11th followed by secondary schools and higher education institutions on June 8th 2020. UPDATE: The closure of schools will gradually be lifted on May 11th and entirely on June 8th 2020.,2020-04-16,2020-05-11,2020-05-11,Switzerland,CHE,CH,National,0,NA,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Switzerland,NA,NA,NA,NA,NA,13,NA,NA,Mandatory with Legal Penalties (Jail Time),National Government,NA,NA,NA,NA,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78818.html,2020-04-17,2020-04-17T12:15:07Z,0,0,0,Switzerland
